file_name,caption
train/Mass Effect/frame_0489.png,"a screenshot from a video game shows a group of people standing in front of a large window, with a man standing to the left and a black sign to the right"
train/Mass Effect/frame_0490.png,"a screenshot from a video game shows a person with a black backpack standing in front of a white wall, with a blue light in the background the person ' s arm is visible, and"
train/Mass Effect/frame_0491.png,a screenshot from a video game shows a cityscape with a bright yellow light in the foreground
train/Mass Effect/frame_0492.png,"a screenshot from a video game shows a person standing in front of a white wall, with a blue and black backpack on their back in the background, there is a black and white sign"
train/Mass Effect/frame_0493.png,"a screenshot from a video game shows a person with dark hair standing in front of a blue and white wall, with a white round clock visible in the background"
train/Mass Effect/frame_0494.png,"a screenshot from a video game shows a smiling man with black hair, a large nose, and blue eyes wearing a black shirt and black tie his open mouth suggests he is enjoying himself,"
train/Mass Effect/frame_0495.png,"a screenshot from a video game shows a man with short black hair, a large nose, and blue and brown eyes wearing a black and blue jacket he is standing in front of a blue"
train/Mass Effect/frame_0496.png,"a screenshot from a video game shows a man with a backpack standing in front of a large window, with a black sign in the background and a white ear visible on the left side of"
train/Metal Gear Solid 3_ Snake Eater/frame_0001.png,"a screenshot from a video game shows a blurry wall in the background, with no other objects visible in the image"
train/Metal Gear Solid 3_ Snake Eater/frame_0014.png,"a screenshot from a video game shows a person wearing a black and gray helmet and extending their arm, with a white hand visible in the foreground and a dark shadow cast behind them"
train/Metal Gear Solid 3_ Snake Eater/frame_0015.png,a screenshot from a video game shows a blurry black poster with text that reads i ' m not going to die i ' m going to die i ' m going to die i '
train/Metal Gear Solid 3_ Snake Eater/frame_0020.png,"a screenshot from a video game shows a man flying through a cloudy blue sky, with a raised hand and extended arm visible in the foreground, and a white cloud in the background"
train/Metal Gear Solid 3_ Snake Eater/frame_0021.png,"a screenshot from a video game shows a man flying through a cloudy blue sky, with white clouds in the background his extended arm and raised hand are visible, as well as his bent leg"
train/Metal Gear Solid 3_ Snake Eater/frame_0026.png,"a screenshot from a video game shows a parachute being pulled by a person, with a blurry poster in the background and a white leg visible in the foreground"
train/Metal Gear Solid 3_ Snake Eater/frame_0027.png,"a screenshot from a video game shows a large black kite flying in a blue sky, with a white string visible in the foreground"
train/Metal Gear Solid 3_ Snake Eater/frame_0028.png,"a screenshot from a video game shows a parachute being pulled by a black kite against a blue sky, with a white string visible in the foreground"
train/Metal Gear Solid 3_ Snake Eater/frame_0029.png,"a screenshot from a video game shows a character with a yellow eye and a black face, holding a white hand and a finger, while a white hand is visible in the background"
train/Metal Gear Solid 3_ Snake Eater/frame_0030.png,"a screenshot from a video game shows a person wearing a green and black helmet, with a black hand visible in the foreground"
train/Metal Gear Solid 3_ Snake Eater/frame_0031.png,"a screenshot from a video game shows a large airplane with a long wing and a large engine, flying in a gray sky the airplane has a small window and a glass window, and is"
train/Metal Gear Solid 3_ Snake Eater/frame_0032.png,"a screenshot from a video game shows a large airplane with a black propeller and a large wing, featuring a small window and a glass window the airplane is flying against a blue sky"
train/Metal Gear Solid 3_ Snake Eater/frame_0033.png,"a screenshot from a video game shows a person wearing a gas mask, with a black strap visible on the left side of the image"
train/Metal Gear Solid 3_ Snake Eater/frame_0034.png,"a screenshot from a video game shows a black hand holding a yellow light, with a white and black wall in the background"
train/Metal Gear Solid 3_ Snake Eater/frame_0035.png,"a screenshot from a video game shows a cockpit with a yellow light and a gray and black strap visible, as well as a black and gray helmet"
